Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
,,Aastha-Agarbatti-Kewda,Aastha Agarbatti Kewda150 g            ,"<b>Product Information</b>Your true faith takes you close to god. Patanjali aastha pooja products are made from the best quality ingredients and aimed at creating a divine atmosphere. Aastha agarbatti is considered the natural fragrance and the ayurvedic herbs has a great significance in controlling diseases and purifies the environment. This agarbatti is made with natural herbs. It helps the devotee to keep the connection between aatma & parmatma intact. They are also associated with prayer, worship, and healing, and come in a variety of traditional scents.
<b>Benefits</b>
<b>Ingredients</b>Natural ingredients
<b>How to use</b>Just place the incense stick in an incense holder and light the top end of the stick with the help of a match or lighter.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,150 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1612415644400x300.jpg,,Aastha Agarbatti Kewda150 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Aastha-Agarbatti-Kewda,Aastha Agarbatti Kewda150 g            ,"<b>Product Information</b>Your true faith takes you close to god. Patanjali aastha pooja products are made from the best quality ingredients and aimed at creating a divine atmosphere. Aastha agarbatti is considered the natural fragrance and the ayurvedic herbs has a great significance in controlling diseases and purifies the environment. This agarbatti is made with natural herbs. It helps the devotee to keep the connection between aatma & parmatma intact. They are also associated with prayer, worship, and healing, and come in a variety of traditional scents.
<b>Benefits</b>
<b>Ingredients</b>Natural ingredients
<b>How to use</b>Just place the incense stick in an incense holder and light the top end of the stick with the help of a match or lighter.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,30 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1612415644400x300.jpg,,Aastha Agarbatti Kewda150 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Aastha-Agarbatti-Kewda,Aastha Agarbatti Kewda150 g            ,"<b>Product Information</b>Your true faith takes you close to god. Patanjali aastha pooja products are made from the best quality ingredients and aimed at creating a divine atmosphere. Aastha agarbatti is considered the natural fragrance and the ayurvedic herbs has a great significance in controlling diseases and purifies the environment. This agarbatti is made with natural herbs. It helps the devotee to keep the connection between aatma & parmatma intact. They are also associated with prayer, worship, and healing, and come in a variety of traditional scents.
<b>Benefits</b>
<b>Ingredients</b>Natural ingredients
<b>How to use</b>Just place the incense stick in an incense holder and light the top end of the stick with the help of a match or lighter.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,75 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1612415644400x300.jpg,,Aastha Agarbatti Kewda150 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Karkateshti-(Hawan-Samagri),Divya Karkateshti (Hawan Samagri)400 g            ,"<b>Product Information</b>Patanjali divya karkeshti hawan samagri is useful in  Cancer, Tumour etc.
<b>Benefits</b>Patanjali divya karkeshti hawan samagri is useful in Cancer, Tumor etc.
<b>Ingredients</b>Composition : Each 100 g prepared from 400 g Coarse Powders of : Haldi Rhizome 9.0 g, Kachnar Bark 8.9 g, Tulsi desi Leaf (Curcuma longa) (Bauhinia variegata) (Ocimum sanctum) 8.9 g, Apamarga Panchang 8.9 g, Lodh Pathani Bark 8.9 g, Kachur (Achyranthes aspera) (Symplocos racemosa) (Curcuma zedoaria) Root 8.9 g, Sharpunkha Panchang 8.9 g, Giloy Stem 8.9 g, Neem (Azadirachta indica) leaf (Tephrosia purpurea) (Tinospora codifolia) 8.9 g, Dronpushpi Panchang 8.9 g, Neel Patra (Indigofera tinctoria) Leaf 8.9 g, Kapur (Leucas cephalotes) (Cinnamomum camphora) Wood 2 g
<b>How to use</b>
<b>Other Product Info</b>Best before 720 days from manufacturing date. ",Patanjali,,,TRUE,,[],Size,400 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1634883320400x300.jpg,,Divya Karkateshti (Hawan Samagri)400 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Aastha-Dhoop-Bhakti,Aastha Dhoop Bhakti61 g            ,"<b>Product Information</b>Aastha 
<b>Benefits</b>
<b>Ingredients</b>Made with Natural herbs, Ghee residue
<b>How to use</b>Hold the stick gently and light the end. Blow up the flame when the stick catches flame. Place the lighted stick in a non- inflammable surface in the well-ventilated area.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,61 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1621485080400x300.jpg,,Aastha Dhoop Bhakti61 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Madhuishti-(Hawan-Samagri),Divya Madhuishti (Hawan Samagri)400 g            ,"<b>Product Information</b>As prescribed in ayurveda, use medicated havan samagri for the mitigation of diseases. Divya madhuishti hawan samagri is Beneficial in type-1, type-2 diabetes.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>Best before 720 days from manufacturing. ",Patanjali,,,TRUE,,[],Size,400 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1634883353400x300.jpg,,Divya Madhuishti (Hawan Samagri)400 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Cougheshti-(Hawan-Samagri),Divya Cougheshti (Hawan Samagri)400 g            ,"<b>Product Information</b>Patanjali divya cougheshti hawan samagri is useful in Asthma, Breathing, Vocal cords, Nose problem, Sinus Cough etc.
<b>Benefits</b>
<b>Ingredients</b>Composition : Each 100 g prepared fromCoarse Powders of : Mulethi Root 7.30 g, Safed vasa Leaf 5.15 g, Banafsa plant 5.15 g, Tulsi Leaf 8.15 (Glycyrrhiza glabra) (Adhatoda vasica) (Viola odorata) (Ocimum sanctum) g, Chotipeepali Fruit 5.15 g, Dalchini Bark 5.15 g, Lavang Bud 5.15 g, Sonth Rhizome (Piper longum) (Cinnamomum zeylanicum) (Syzygium aromaticum) (Zingiber officinale) 5.15 g, Tejpatra Leaf 5.15 g, Bharangi Bark 5.15 g, Lisoda Fruit 5.15 g, Datura (Datura stramonium) (Cinnamomum tamala) (Clerodendrum serratum) (Cordia dichotoma) Panchang 5.15 g, Rudanti Fruit 5.15 g, Kali mirch Seed 5.15 g, Akarkara Panchang 5.15 g, Kakdasinghi (Cressa cretica) (Piper nigrum) (Anacyclus pyrethrum) (Pistacia integerrima) (Solanum indicum) (Solanum surattense) (Cinnamomum camphora) Fruit 5.15 g, Badi Kateri Panchang 5.15 g, Choti Kateri Panchang 5.30 g, Kapur Wood 2.00 g
<b>How to use</b>
<b>Other Product Info</b>Best before 720 days from manufacturing date. ",Patanjali,,,TRUE,,[],Size,400 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1648027378400x300.jpg,,Divya Cougheshti (Hawan Samagri)400 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Praneshti-(Hawan-Samagri),Divya Praneshti (Hawan Samagri)400 g            ,"<b>Product Information</b>Patanjali divya praneshti hawan samagri is effective against Autoimmune diseases and Hereditary disorders.
<b>Benefits</b> Effective against Autoimmune diseases and Hereditary disorders.
<b>Ingredients</b>Coarse Powders of : Vidharikand Tuber 10.88 g, Meda Rhizome 5.44 g, Shatavar Root 5.44 g, (Pueraria tuberosa) (Polygonatum verticillatum) (Asparagus racemosus) Kakoli Rhizome 5.44 g, Kshir Kakoli Bulb 5.44 g, Riddhi Tuber 5.44 g, Varahikand Tuber (Roscoca procera) (Lilium polyphyllum) (Habenaria intermedia) (Dioscorea bulbifera) 5.44 g, Bala Seed 5.44 g, Safed Musli Root 5.44 g, Konch Seed 5.44 g, Ashwagandha (Sida cordifolia) (Chlorophytum borivilianum) (Mucuna pruriens) (Withania somnifera) Root 5.52 g, Giloy Stem 5.44 g, Jyotishmati Seed 5.44 g, Apamarga Panchang 5.44 g, Gudbach (Tinospora cordifolia) (Celastrus paniculatus) (Achyranthes aspera) (Acorus calamus) (Inula racemosa) (Lavandula stoechas) (Cinnamomum camphora) Root 5.44 g, Pushkarmool Root 5.44 g, Ustukhuddus Flower 5.44 g, Kapur Wood 2.00 g
<b>How to use</b>
<b>Other Product Info</b>Best before 1 year from the date of manufacturing. ",Patanjali,,,TRUE,,[],Size,400 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1634902089400x300.jpg,,Divya Praneshti (Hawan Samagri)400 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Medheshti-(Hawan-Samagri),Divya Medheshti (Hawan Samagri)400 g            ,"<b>Product Information</b>Divya medheshti hawan samagri is Beneficial in brain diseases like tension, insomnia, headache, amnesia, epilepsy, insanity, paralysis, Parkinson's etc.
<b>Benefits</b>
<b>Ingredients</b>Coarse Powders of : Brahmi Leaf/Vine 10.89 g, Shankhpushpi Panchang 10.89 g, (Bacopa monnieri) (Convolvulus pluricaulis) Gudbach Root 10.89 g, Ustukhuddus Flower 10.89 g, Malkangni Seed (Acorus calamus) (Lavandula stoechas) (Celastrus paniculatus) 10.89 g, Ashwagandha Root 10.89 g, Pushkarmool Root 10.89 g, Apamarga (Withania somnifera) (Inula racemosa) (Achyranthes aspera) (Nardostachys jatamansi) (Cinnamomum camphora) Panchang 10.89 g, Jatamansi Root 10.88 g, Kapoor Wood 2.00 g
<b>How to use</b>
<b>Other Product Info</b>Best before 720 days from manufacturing date. ",Patanjali,,,TRUE,,[],Size,400 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1634902056400x300.jpg,,Divya Medheshti (Hawan Samagri)400 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Vateshti-(Hawan-Samagri),Divya Vateshti (Hawan Samagri)400 g            ,"<b>Product Information</b>Patanjali Divya vateshti hawan samagri is beneficial in rheumatic diseases like arthritis, joint pain, stiffness, cervical, sciatica etc.
<b>Benefits</b>
<b>Ingredients</b>Coarse Powders of : Nirgundi Panchang 13.02 g, Rasna Leaf 13.02 g, Ashwagandha Root (Vitex negundo) (Pluchea lanceolata) (Withania somnifera) 4.87 g, Punarnava Root 7.30 g, Bala Panchang 4.87 g, Nagarmotha Root 9.68 g, Ajwain (Boerhavia diffusa) (Sida cordifolia) (Cyperus scariosus) (Trachyspermum ammi) (Ricinus communis) (Acorus calamus) (Cassia Seed 4.87 g, Arand Seed 8.95 g, Gudbach Root 7.00 g, Amaltas fistula) (Nyctanthes arbor-tristis) (Boswellia serrata) (Cinnamomum camphora) Fruit 4.87 g, Parijat Panchang 4.87 g, Salaiguggul Gum 9.68 g, Kapur Wood 2.00 g, Giloy Stem 5.00 g
<b>How to use</b>
<b>Other Product Info</b>Best before 720 days from the date of manufacturing. ",Patanjali,,,TRUE,,[],Size,400 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1634902249400x300.jpg,,Divya Vateshti (Hawan Samagri)400 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Neem-Kanti-Body-Cleanser-Monthly-Pack,Neem Kanti Body Cleanser Monthly Pack150 g            ,"<b>Product Information</b>""Patanjali kanti neem is manufactured with neem, haldi, amla and other precious herbs. Excellent healthy products for the protection of body, skin and hair.
<b>Benefits</b>
<b>Ingredients</b>Shudhha Suhaga (Borax Purified ) Pw. 25 Mg,Neem (Azadirahta Indica) Lf. Ext. 5 Mg,Manjistha (Rubia cordifolia) Rt. ext. 2.5 mg,Haldi (Curcuma longa) Rz. Ext. 2.5 mg,Tulsi (Ocimum sanctum) Lf. Ext. 2.5 mg,Giloy (Tinospora cordifolia) St. Ext. 2.5 mg,Amla (Emblica officinalis) Fr. Rd. Ext. 2.5 mg,Ama haldi (Curcuma amada) Rz. Ext. 2.5 mg,Ghrit kumari (Aloe barbandesis) Lf. Ext. 2.5 mgBase material:Sodium Palmate,Sodium palm kernelate,Fragrance ,Propylene glycol,Titanium dioxide,Allantoin,Petroleum jelly,PEG 12 Dimethicone,Tetrasodium etidronate,Neem Oil,Butylated hydroxytoulene,Talc,Sodium Benzoate,CI 74160,CI 11680,CI 77266,CI 15850,Aqua-Q.
<b>How to use</b>
<b>Other Product Info</b>24 months from the date of manufacturing.",Patanjali,,,TRUE,,[],Size,150 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1669617717400x300.jpg,,Neem Kanti Body Cleanser Monthly Pack150 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Divya-Divyeshti-Hawan-Samagri,Divya Divyeshti Hawan Samagri250 g            ,"<b>Product Information</b>Patanjali divya divyeshti hawan samagri is useful for For complete wellness, peace and happiness in house and to purify the atmosphere, perform dhoopan of Divyeshti.
<b>Benefits</b>
<b>Ingredients</b>Coarse Powders of : Guggul Gum 28.33 g, Ral Safed Gum 28.33 g, (Commiphora mukul) (Shorea robusta) Bavachi Seed 28.33 g, Giloy Stem 15
<b>How to use</b>
<b>Other Product Info</b>Best before 2 years from manufacturing date. ",Patanjali,,,TRUE,,[],Size,250 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1634883136400x300.jpg,,Divya Divyeshti Hawan Samagri250 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Aastha-Hawan-Samagri,Aastha Hawan Samagri250 g            ,"<b>Product Information</b>Patanjali Aastha Hawan Samagri is a collection of ayurvedic herbs. These herbs have antibacterial, antiviral and have other medicinal properties. When burnt, their smoke clears toxins and harmful micro-organisms from your environment. It contains ingredients of incense like rose, chandan, tulsi, kapoor (camphor) which have pleasant and relaxing impact when inhaled.
<b>Benefits</b>
<b>Ingredients</b>Phool, Dhavri, HaoBer, Bramhi, InderJo, Bhimseni Kapoor, Rose Petals, Sandalwood powder, Loban, Nagakersara, Lotus seeds, Kapoor kachri, Shatavari, Narkachoor
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,250 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1619435456400x300.jpg,,Aastha Hawan Samagri250 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Aastha-Hawan-Samagri,Aastha Hawan Samagri250 g            ,"<b>Product Information</b>Patanjali Aastha Hawan Samagri is a collection of ayurvedic herbs. These herbs have antibacterial, antiviral and have other medicinal properties. When burnt, their smoke clears toxins and harmful micro-organisms from your environment. It contains ingredients of incense like rose, chandan, tulsi, kapoor (camphor) which have pleasant and relaxing impact when inhaled.
<b>Benefits</b>
<b>Ingredients</b>Phool, Dhavri, HaoBer, Bramhi, InderJo, Bhimseni Kapoor, Rose Petals, Sandalwood powder, Loban, Nagakersara, Lotus seeds, Kapoor kachri, Shatavari, Narkachoor
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,500 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1619435456400x300.jpg,,Aastha Hawan Samagri250 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Saundarya-Body-Lotion,Patanjali Saundarya Body Lotion400 ml            ,"<b>Product Information</b>Patanjali Saundarya Body Lotion is a unique blend of natural oils, herbs and fruit extracts that moisturize, nourishes and restores skin's vitality throughout the day.
<b>Benefits</b>
<b>Ingredients</b>Ghrit Kumari Ext ( Aloe barbadensis)Coconut Oil (Cocos nucifera)Almond Oil (Prunus amygdalus)Wheat Germ Oil (Triticum sativum)Cucumber Ext (Cucumis sativus)Manjishta Ext (Rubia cordifolia)Haldi Ext ( Curcuma longa)Kesar ( Crocus sativus)Shea butter,Rose water,Vit -AVit - CVit - EGlycerineEDTA disodium,Soya peptide,Dimethicone,PPG33 butyl ether,Cetyl alcohol,Propylene glycol,Sodium polyarylate crosspolymer,Sodium hydroxide,Sugandhit dravya,Water
<b>How to use</b>
<b>Other Product Info</b>Best Before-24 Months from Manufacturing Date",Patanjali,,,TRUE,,[],Size,400 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1612415794400x300.jpg,,Patanjali Saundarya Body Lotion400 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Rose-Body-Cleanser,Patanjali Rose Body Cleanser 125 g            ,"<b>Product Information</b>Patanjali body cleanser gives your skin a lustrous texture giving it satin shine. It lathers well and cleanses the skin nicely without making the skin dry or itchy.
<b>Benefits</b>
<b>Ingredients</b>Neem (Azardirachta Indica)Tulsi (Ocimum Sanctum)Aamahaldi (Curcuma Amada)Haldi (Curcumalonga)Ghrit Kumari (Aloe Barbandis)Gulab (Rosa Centifolia)Aamla (Emblica Officinalis)Giloy (Tinospora Cardifolia)Shudhha Suhaga (Borax)
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,125 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1514974721rosebodycleanser400x300.png,,Patanjali Rose Body Cleanser 125 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Rose-Body-Cleanser,Patanjali Rose Body Cleanser 125 g            ,"<b>Product Information</b>Patanjali body cleanser gives your skin a lustrous texture giving it satin shine. It lathers well and cleanses the skin nicely without making the skin dry or itchy.
<b>Benefits</b>
<b>Ingredients</b>Neem (Azardirachta Indica)Tulsi (Ocimum Sanctum)Aamahaldi (Curcuma Amada)Haldi (Curcumalonga)Ghrit Kumari (Aloe Barbandis)Gulab (Rosa Centifolia)Aamla (Emblica Officinalis)Giloy (Tinospora Cardifolia)Shudhha Suhaga (Borax)
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,125 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1514974721rosebodycleanser400x300.png,,Patanjali Rose Body Cleanser 125 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Mogra-Body-Cleanser,Patanjali Mogra Body Cleanser125 g            ,"<b>Product Information</b>Patanjali mogra body cleanser is an ayurvedic product. 
<b>Benefits</b>
<b>Ingredients</b>Amba Haldi (Curcuma Amada )Giloy ( Tinospora Cordifolia )Ghritkumari or Aloe Vera ( Aloe Barbadensis )Tulsi (Ocimum Sanctum )Shudh Suhaga ( Borax ( purified ) )Base material : Vegetable oil base chips,Sugandhit dravya,Sodium benzoate,Sorbitol,Permitted colour (CI: 61565 & 12748)Aqua-Q.S.
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,125 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1687754937400x300.jpg,,Patanjali Mogra Body Cleanser125 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Neem-Kanti-Body-Cleanser,Patanjali Neem Kanti Body Cleanser75 g            ,"<b>Product Information</b>Patanjali kanti neem is manufactured with neem, haldi, amla and other precious herbs. Excellent healthy products for the protection of body, skin and hair.
<b>Benefits</b>
<b>Ingredients</b>Ghrit Kumari Ext ( Aloe barbadensis)Giloy (Tinospora cordifolia)Manjishta Ext (Rubia cordifolia)Haldi Ext ( Curcuma longa)                                       Amba Haldi Ext ( Curcuma amada)                                                       Neem Ext & Oil (Azadirachta indica)Tulsi (Ocimum sanctum)                                         Amla (Emblica officinalis)Borax pure (Sodium Borate)Base material : Vegetable oil base noodles, Neem oil, Sugandhit dravya, Sodium benzoate, Permitted colour (CI 74160, CI 11680, CI77266, CI 15850), Aqua-Q.S.
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,75 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1621418267400x300.jpg,,Patanjali Neem Kanti Body Cleanser75 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Neem-Kanti-Body-Cleanser,Patanjali Neem Kanti Body Cleanser75 g            ,"<b>Product Information</b>Patanjali kanti neem is manufactured with neem, haldi, amla and other precious herbs. Excellent healthy products for the protection of body, skin and hair.
<b>Benefits</b>
<b>Ingredients</b>Ghrit Kumari Ext ( Aloe barbadensis)Giloy (Tinospora cordifolia)Manjishta Ext (Rubia cordifolia)Haldi Ext ( Curcuma longa)                                       Amba Haldi Ext ( Curcuma amada)                                                       Neem Ext & Oil (Azadirachta indica)Tulsi (Ocimum sanctum)                                         Amla (Emblica officinalis)Borax pure (Sodium Borate)Base material : Vegetable oil base noodles, Neem oil, Sugandhit dravya, Sodium benzoate, Permitted colour (CI 74160, CI 11680, CI77266, CI 15850), Aqua-Q.S.
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,150 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1621418267400x300.jpg,,Patanjali Neem Kanti Body Cleanser75 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Neem-Kanti-Body-Cleanser,Patanjali Neem Kanti Body Cleanser75 g            ,"<b>Product Information</b>Patanjali kanti neem is manufactured with neem, haldi, amla and other precious herbs. Excellent healthy products for the protection of body, skin and hair.
<b>Benefits</b>
<b>Ingredients</b>Ghrit Kumari Ext ( Aloe barbadensis)Giloy (Tinospora cordifolia)Manjishta Ext (Rubia cordifolia)Haldi Ext ( Curcuma longa)                                       Amba Haldi Ext ( Curcuma amada)                                                       Neem Ext & Oil (Azadirachta indica)Tulsi (Ocimum sanctum)                                         Amla (Emblica officinalis)Borax pure (Sodium Borate)Base material : Vegetable oil base noodles, Neem oil, Sugandhit dravya, Sodium benzoate, Permitted colour (CI 74160, CI 11680, CI77266, CI 15850), Aqua-Q.S.
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,45 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1621418267400x300.jpg,,Patanjali Neem Kanti Body Cleanser75 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Neem-Kanti-Body-Cleanser,Patanjali Neem Kanti Body Cleanser75 g            ,"<b>Product Information</b>Patanjali kanti neem is manufactured with neem, haldi, amla and other precious herbs. Excellent healthy products for the protection of body, skin and hair.
<b>Benefits</b>
<b>Ingredients</b>Ghrit Kumari Ext ( Aloe barbadensis)Giloy (Tinospora cordifolia)Manjishta Ext (Rubia cordifolia)Haldi Ext ( Curcuma longa)                                       Amba Haldi Ext ( Curcuma amada)                                                       Neem Ext & Oil (Azadirachta indica)Tulsi (Ocimum sanctum)                                         Amla (Emblica officinalis)Borax pure (Sodium Borate)Base material : Vegetable oil base noodles, Neem oil, Sugandhit dravya, Sodium benzoate, Permitted colour (CI 74160, CI 11680, CI77266, CI 15850), Aqua-Q.S.
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,45 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1621418267400x300.jpg,,Patanjali Neem Kanti Body Cleanser75 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Kanti-Panchagavya-Body-Cleanser,Patanjali Kanti Panchagavya Body Cleanser75 g            ,"<b>Product Information</b>It nourishes your skin, thereby freeing it from roughness and dryness. Enjoy a refreshing and rejuvenating bath with panchgavya body cleanser.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,75 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1621316013400x300.jpg,,Patanjali Kanti Panchagavya Body Cleanser75 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Kanti-Panchagavya-Body-Cleanser,Patanjali Kanti Panchagavya Body Cleanser75 g            ,"<b>Product Information</b>It nourishes your skin, thereby freeing it from roughness and dryness. Enjoy a refreshing and rejuvenating bath with panchgavya body cleanser.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,150 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1621316013400x300.jpg,,Patanjali Kanti Panchagavya Body Cleanser75 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Body-Lotion,Patanjali Body Lotion100 ml            ,"<b>Product Information</b>Patanjali body lotion is ayurvedic propriety medicine contains extracts of turmeric, aloe vera, cucumber and saffron that will keep your skin smooth and soft. Helps to rejuvenate skin.
<b>Benefits</b>
<b>Ingredients</b>Lodhra Ext (Symplocos racemosa)Manjishta Ext (Rubia cordifolia)Haldi Ext ( Curcuma longa)Ghrit Kumari Ext ( Aloe barbadensis)Cucumber Ext (Cucumis sativus)Wheat germ Oil ( Triticum sativum)Kesar ( Crocus sativus)Vitamin ABase Materials:  Aqua, Vit – A, Glycerine, Disodium EDTA, Sugandhit dravya – Q.S.
<b>How to use</b>Apply gently on the face & body after bath and before bed, twice daily or as directed by the physician.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,100 ml,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1574251455400x300.jpg,,Patanjali Body Lotion100 ml            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
